يبس - высыхать
يتم - осиротеть
يرع - бояться
يسر - облегчать
يقظ - бодрствовать
يمن - быть счастливым
أزوبيرانو;существительное;Азупирану (Шафрановый город, родина царя Саргона)
أزيد;глагол;больше
أزيز;существительное;гудение; свист; громыхание
أس;существительное;фундамент
أساء;глагол;плохо обращаться, обижать
أساس;существительное;основа, основание, фундамент
أساسى;прилагательное;основной, главный; фундаментальный
أسال;глагол;заставлять течь, проливать
أسام;существительное;Ассам
أسبست;существительное;асбест
أسبستوس;существительное;асбест
أسبقيّة;существительное;первенство; приоритет
أسبوع;существительное;неделя
أسبوعيًا;прилагательное;еженедельный
أسبيرين;существительное;аспирин
أستاتين;существительное;хим. астат
أستراخان;существительное;Астрахань
أسترالاسيا;существительное;Австралазия
أستغفر الله;существительное;Астагфирулла
أستير;существительное;Эстер (Есфирь)
أسد;существительное;лев
أسدل;глагол;спускать, опускать
أسر;глагол;брать в плен; пленить
أسرّ;глагол;радовать
أسرع;глагол;спешить
أسرف;глагол;быть неумеренным; расточать
أسس;глагол;устанавливать
أسّس;глагол;основывать, учреждать; закладывать
أَسْطْرُلَاب;существительное;астрон. астролябия
أسطورة;существительное;сказка
أسطول;существительное;флот
أسعد;глагол;сделать счастливым, осчастливить
أسف;глагол;сожалеть, горевать
أسفر;глагол;открывать (лицо; о женщине)
أسفل;существительное;нижайший
أسفلت;существительное;асфальт
أسقط;глагол;ронять; сбивать; сбрасывать
أسقف;существительное;епископ
أسقى;глагол;поить
أسكت;глагол;заставить замолчать
أسكر;глагол;опьянять
أسكن;глагол;предоставлять жильё, поселять
أسلحة كيميائية;топоним;химическое оружие
أسلف;глагол;давать ссуду, аванс
أسلم;глагол;передавать, выдавать
أسلوب;существительное;способ
أسمر;прилагательное;тёмный
أغسطس;существительное;август
أغضب;глагол;сердить, злить
أغفل;глагол;пренебрегать, игнорировать
أغلب;прилагательное;преобладающий
أغلبية;существительное;большинство
أغلبيّة;существительное;большинство
أغلق;глагол;закрывать, запирать
أغمض;глагол;закрывать (глаза)
أغنى;глагол;делать богатым
أغنية;существительное;песня
أفاد;глагол;приносить пользу, выгоду
أفاق;глагол;выздоравливать
أفتى;глагол;высказывать мнение
أفرام;существительное;Ефрем
أفرج;глагол;освобождать, выпускать на волю
أفرح;глагол;радовать, обрадовать
أفرد;глагол;выделять; отделять, изолировать
أفرط;глагол;проявлять неумеренность, невоздержанность
أفرغ;глагол;опорожнить; разгружать; разряжать (оружие)
أفريل;существительное;апрель
أفسح;глагол;делать широким, просторным
أفسد;глагол;портить, развращать, разлагать
أفشى;глагол;распространять, разносить (слухи)
أفصح;глагол;выражать, высказывать
أفضل;прилагательное;лучший, предпочтительный
أفضلية;существительное;преимущество
أفضى;глагол;сообщать
أفطر;глагол;завтракать
أفعم;глагол;наполнять; переполнять
أفعى;существительное;змея, гадюка
أفغانستان;существительное;Афганистан
أفق;существительное;горизонт
أفقر;глагол;доводить до бедности, разорять
أفلاطوني;прилагательное;платонический
أفلت;глагол;ускользать, выскальзывать
أفلح;глагол;преуспевать, иметь успех
أفلس;глагол;обанкротиться, потерпеть крах
أفندىّ;существительное;эфенди, господин
أفنى;глагол;уничтожать, губить
أفهم;глагол;дать понять, объяснить
أفيون;существительное;опиум
أفيون قره حصار;числительное;Афьонкарахисар
أقارب;существительное;родня, родственники
أقال;глагол;увольнять в отставку
أقام;глагол;пребывать, находиться; проживать
أقاويل;существительное;толки, разговоры
أقبل;глагол;двигаться вперёд; подходить, приближаться
أقحم;глагол;насильно вовлекать, втягивать
أقحوان;существительное;ботан. хризантема
أَقْدَاد;существительное;зоол. хомяк
أقدم;глагол;осмеливаться, отваживаться; дерзать
أقدمية;существительное;стаж
أقرّ;глагол;помещать, поселять, водворять
أقرأ;глагол;заставлять читать
أقرض;глагол;давать взаймы, кредитовать
أقرع;прилагательное;лысый
أَقْرَع;прилагательное;лысый
أقزع;глагол;пугать
أقسم;глагол;клясться
أقصى;прилагательное;дальний
أقطاعيّة;существительное;феодализм
أقعد;глагол;сажать, усаживать
أقفل;глагол;запирать, закрывать
أقلّ;глагол;уменьшать, делать меньше
أقلع;глагол;отправляться; отчаливать; вылетать
أقلق;глагол;тревожить, беспокоить
أقلية;существительное;меньшинство
أقلّيّة;существительное;меньшинство
أقنع;глагол;убеждать
أكاديميّة;существительное;академия
أكار;существительное;пахарь
أكبّ;глагол;повергать ниц
أكبر;прилагательное;самый большой, самый великий, величайший
أكتوبر;существительное;октябрь
أكتينيوم;существительное;хим. актиний
